date,open,high,low,close,volume,Name
2017-09-30,0.03222599998116493,0.017354000359773636,0.021678000688552856,0.02496900036931038,50068700.0,0.02496900036931038,ADA-USD
2017-10-01,0.030087999999523163,0.019968999549746513,0.02460700087249279,0.02593199908733368,57641300.0,0.02593199908733368,ADA-USD
2017-10-02,0.027425000444054604,0.02068999968469143,0.025756999850273132,0.020816000178456306,16997800.0,0.020816000178456306,ADA-USD
2017-10-03,0.02280599996447563,0.020864000543951988,0.020864000543951988,0.0219310000538826,9000050.0,0.0219310000538826,ADA-USD
2017-10-04,0.022153999656438828,0.020858999341726303,0.02195099927484989,0.02148899994790554,5562510.0,0.02148899994790554,ADA-USD
2017-10-05,0.021541999652981758,0.018360000103712082,0.021359000355005264,0.018539000302553177,7780710.0,0.018539000302553177,ADA-USD
2017-10-06,0.021050000563263893,0.01761999912559986,0.018414000049233437,0.020941000431776047,7411240.0,0.020941000431776047,ADA-USD
2017-10-07,0.023598000407218933,0.02014699950814247,0.02092899940907955,0.02047700062394142,7727460.0,0.02047700062394142,ADA-USD
2017-10-08,0.02280700020492077,0.02034199982881546,0.020344000309705734,0.022113999351859093,4663310.0,0.022113999351859093,ADA-USD
2017-10-09,0.022445999085903168,0.021278999745845795,0.022112000733613968,0.02153100073337555,2725600.0,0.02153100073337555,ADA-USD
2017-10-10,0.022576000541448593,0.020975999534130096,0.021479999646544456,0.022520000115036964,3606720.0,0.022520000115036964,ADA-USD
2017-10-11,0.02676299959421158,0.021825000643730164,0.022538000717759132,0.02625199966132641,8680640.0,0.02625199966132641,ADA-USD
2017-10-12,0.03381599858403206,0.02519500069320202,0.026061000302433968,0.03364099934697151,15613600.0,0.03364099934697151,ADA-USD
2017-10-13,0.03826799988746643,0.02925500087440014,0.033876001834869385,0.032464999705553055,27853200.0,0.032464999705553055,ADA-USD
2017-10-14,0.03364099934697151,0.028694000095129013,0.03287399932742119,0.030048999935388565,7104990.0,0.030048999935388565,ADA-USD
2017-10-15,0.03074900060892105,0.02857699990272522,0.02993899956345558,0.028947999700903893,6196030.0,0.028947999700903893,ADA-USD
2017-10-16,0.029627999290823936,0.025481000542640686,0.028953000903129578,0.027217000722885132,7039900.0,0.027217000722885132,ADA-USD
2017-10-17,0.02735999971628189,0.024637000635266304,0.027218999341130257,0.026691000908613205,2336180.0,0.026691000908613205,ADA-USD
2017-10-18,0.027111999690532684,0.02577199973165989,0.026704000309109688,0.027031999081373215,2897720.0,0.027031999081373215,ADA-USD
2017-10-19,0.030855000019073486,0.026612000539898872,0.026982000097632408,0.030629999935626984,8716410.0,0.030629999935626984,ADA-USD
2017-10-20,0.030805999413132668,0.027977000921964645,0.030805999413132668,0.028435999527573586,5344520.0,0.028435999527573586,ADA-USD
2017-10-21,0.02874399907886982,0.02709300071001053,0.028565000742673874,0.02772900089621544,2930210.0,0.02772900089621544,ADA-USD
2017-10-22,0.028051000088453293,0.024344999343156815,0.02768399938941002,0.025453999638557434,3517050.0,0.025453999638557434,ADA-USD
2017-10-23,0.02895599976181984,0.02376599982380867,0.025338999927043915,0.02719300054013729,7589560.0,0.02719300054013729,ADA-USD
2017-10-24,0.027845999225974083,0.026107000187039375,0.027038000524044037,0.02752700075507164,2561430.0,0.02752700075507164,ADA-USD
2017-10-25,0.027559999376535416,0.026477999985218048,0.02740900032222271,0.027132000774145126,2437710.0,0.027132000774145126,ADA-USD
2017-10-26,0.027463000267744064,0.0256740003824234,0.0271380003541708,0.026381999254226685,2511440.0,0.026381999254226685,ADA-USD
2017-10-27,0.02685300074517727,0.025592999532818794,0.026339000090956688,0.02586599998176098,1739460.0,0.02586599998176098,ADA-USD
2017-10-28,0.029836999252438545,0.02562600001692772,0.02583100087940693,0.028606999665498734,4746180.0,0.028606999665498734,ADA-USD
2017-10-30,0.028874000534415245,0.02758600004017353,0.028317999094724655,0.028582999482750893,3781270.0,0.028582999482750893,ADA-USD
2017-10-31,0.03071499988436699,0.028075000271201134,0.028547000139951706,0.03043700009584427,7304450.0,0.03043700009584427,ADA-USD
2017-11-01,0.029218999668955803,0.022986000403761864,0.029126999899744987,0.022986000403761864,9382780.0,0.022986000403761864,ADA-USD
2017-11-02,0.024977000430226326,0.018209999427199364,0.023079000413417816,0.021306000649929047,6165050.0,0.021306000649929047,ADA-USD
2017-11-03,0.02321299910545349,0.01982700079679489,0.021417999640107155,0.022628000006079674,2836080.0,0.022628000006079674,ADA-USD
2017-11-04,0.0238489992916584,0.021970000118017197,0.022640999406576157,0.022021999582648277,2626920.0,0.022021999582648277,ADA-USD
2017-11-05,0.023005999624729156,0.020634999498724937,0.022053999826312065,0.020634999498724937,2396230.0,0.020634999498724937,ADA-USD
2017-11-06,0.023608999326825142,0.020533999428153038,0.020976999774575233,0.021880999207496643,4591160.0,0.021880999207496643,ADA-USD
2017-11-07,0.023346999660134315,0.021414000540971756,0.021846000105142593,0.0221950002014637,2539540.0,0.0221950002014637,ADA-USD
2017-11-08,0.026393000036478043,0.02166000008583069,0.021911999210715294,0.025186000391840935,6367000.0,0.025186000391840935,ADA-USD
2017-11-09,0.03505999967455864,0.025005999952554703,0.02515999972820282,0.03205300122499466,18716200.0,0.03205300122499466,ADA-USD
2017-11-10,0.033348001539707184,0.026450999081134796,0.03221900016069412,0.027118999511003494,6766780.0,0.027118999511003494,ADA-USD
2017-11-11,0.029658999294042587,0.025684000924229622,0.02689100056886673,0.02743699960410595,5532220.0,0.02743699960410595,ADA-USD
2017-11-12,0.027952000498771667,0.02259100042283535,0.027480000630021095,0.023977000266313553,7280250.0,0.023977000266313553,ADA-USD
2017-11-13,0.02630000002682209,0.02349499985575676,0.02436400018632412,0.025807999074459076,4419440.0,0.025807999074459076,ADA-USD
2017-11-14,0.026788000017404556,0.025342000648379326,0.025797000154852867,0.02622999995946884,3033290.0,0.02622999995946884,ADA-USD
2017-11-15,0.027773000299930573,0.02526099979877472,0.02611600048840046,0.026444999501109123,6858800.0,0.026444999501109123,ADA-USD
2017-11-16,0.02817000076174736,0.02565399929881096,0.026582999154925346,0.027580000460147858,4888130.0,0.027580000460147858,ADA-USD
2017-11-17,0.027435999363660812,0.02518399991095066,0.027142999693751335,0.025772999972105026,3578870.0,0.025772999972105026,ADA-USD
