Date,High,Low,Open,Close,Volume,Adj Close,Name
2016-11-07,149.24473571777344,147.07456970214844,147.2179718017578,148.87188720703125,3979925.0,118.86251068115234,IBM
2016-11-08,149.07266235351562,146.32887268066406,147.76290893554688,148.34608459472656,4102307.0,119.51716613769531,IBM
2016-11-09,148.71893310546875,144.35946655273438,146.2332763671875,148.0019073486328,5652270.0,119.23989868164062,IBM
2016-11-10,154.07266235351562,150.65965270996094,150.72657775878906,153.1739959716797,8070727.0,123.40685272216797,IBM
2016-11-11,154.24473571777344,152.32313537597656,152.93499755859375,154.17782592773438,4651144.0,124.21562957763672,IBM
2016-11-14,154.7418670654297,150.6501007080078,154.15870666503906,151.2523956298828,5435539.0,121.8587417602539,IBM
2016-11-15,152.1510467529297,150.6214141845703,151.45315551757812,151.69215393066406,3636942.0,122.21302795410156,IBM
2016-11-16,152.53346252441406,151.08030700683594,151.49139404296875,152.28489685058594,2356429.0,122.69059753417969,IBM
2016-11-17,152.89674377441406,151.86424255371094,152.2179718017578,152.7724609375,2365215.0,123.08338165283203,IBM
2016-11-18,153.65200805664062,152.2084197998047,152.7724609375,153.33651733398438,3118754.0,123.53782653808594,IBM
2016-11-21,155.8317413330078,153.31739807128906,153.62332153320312,155.6118621826172,4850407.0,125.37100219726562,IBM
2016-11-22,155.8317413330078,154.82791137695312,155.8317413330078,155.51625061035156,2898257.0,125.29398345947266,IBM
2016-11-23,155.23899841308594,154.26385498046875,154.818359375,154.85659790039062,2356324.0,124.76248168945312,IBM
2016-11-25,156.0133819580078,154.71319580078125,154.71319580078125,155.965576171875,1679144.0,125.65595245361328,IBM
2016-11-28,157.41873168945312,155.54493713378906,156.02294921875,157.28489685058594,4654072.0,126.7188949584961,IBM
2016-11-29,157.1797332763672,155.8604278564453,156.7877655029297,156.3384246826172,3293017.0,125.95638275146484,IBM
2016-11-30,156.5965576171875,155.07647705078125,156.16635131835938,155.08604431152344,4600099.0,124.94734954833984,IBM
2016-12-01,155.06692504882812,151.3384246826172,154.82791137695312,152.7915802001953,4848942.0,123.09879302978516,IBM
2016-12-02,153.2409210205078,151.44358825683594,152.0076446533203,152.9827880859375,2866981.0,123.25281524658203,IBM
2016-12-05,154.06309509277344,152.5717010498047,153.7762908935547,152.81069946289062,3605667.0,123.11418151855469,IBM
2016-12-06,153.71893310546875,151.9407196044922,153.08795166015625,153.29827880859375,2990514.0,123.50701141357422,IBM
2016-12-07,157.91586303710938,153.33651733398438,153.53729248046875,157.5430145263672,4639115.0,126.92684173583984,IBM
2016-12-08,158.69981384277344,156.9980926513672,157.6195068359375,158.08795166015625,3416654.0,127.36587524414062,IBM
2016-12-09,159.3881378173828,157.3613739013672,157.91586303710938,159.1969451904297,3291657.0,128.2593536376953,IBM
2016-12-12,159.45506286621094,157.81069946289062,159.3881378173828,158.2218017578125,3548346.0,127.4737319946289,IBM
2016-12-13,162.47610473632812,158.3938751220703,158.3938751220703,160.88909912109375,6205186.0,129.62266540527344,IBM
2016-12-14,162.41873168945312,160.08604431152344,160.965576171875,161.09942626953125,4313913.0,129.79212951660156,IBM
2016-12-15,162.3804931640625,160.4015350341797,160.6214141845703,160.6309814453125,3544476.0,129.41468811035156,IBM
2016-12-16,161.67303466796875,158.75717163085938,161.53919982910156,159.397705078125,7448148.0,128.4210968017578,IBM
2016-12-19,159.90440368652344,158.69981384277344,159.49330139160156,159.3498992919922,3091871.0,128.382568359375,IBM
2016-12-20,160.85086059570312,159.13002014160156,160.12428283691406,160.2294464111328,2274632.0,129.09121704101562,IBM
2016-12-21,160.5544891357422,157.9827880859375,158.93881225585938,159.9713134765625,3740182.0,128.88323974609375,IBM
2016-12-22,160.8317413330078,159.25430297851562,160.0,159.71319580078125,2931520.0,128.67526245117188,IBM
2016-12-23,160.12428283691406,159.13002014160156,159.6558380126953,159.3785858154297,1779455.0,128.40570068359375,IBM
2016-12-27,160.5927276611328,159.51242065429688,159.63670349121094,159.7896728515625,1461785.0,128.73690795898438,IBM
2016-12-28,160.36329650878906,158.69981384277344,159.93307495117188,158.88145446777344,1838345.0,128.00518798828125,IBM
2016-12-29,159.64627075195312,158.69981384277344,158.71893310546875,159.27342224121094,1740021.0,128.32095336914062,IBM
2016-12-30,159.3690185546875,158.2218017578125,159.12045288085938,158.69024658203125,3088629.0,127.85111999511719,IBM
2017-01-03,160.48757934570312,158.70936584472656,159.6558380126953,159.8374786376953,3069278.0,128.77542114257812,IBM
2017-01-04,162.3996124267578,160.0,160.3919677734375,161.81643676757812,3536944.0,130.36978149414062,IBM
2017-01-05,161.9407196044922,159.90440368652344,161.806884765625,161.28106689453125,2805686.0,129.9384765625,IBM
2017-01-06,162.44741821289062,160.15296936035156,161.27151489257812,162.07456970214844,3080993.0,130.57774353027344,IBM
2017-01-09,162.33270263671875,160.24856567382812,162.0172119140625,160.27725219726562,3336635.0,129.1297149658203,IBM
2017-01-10,160.69789123535156,158.06883239746094,160.5927276611328,158.2409210205078,4308160.0,127.4891128540039,IBM
2017-01-11,160.38241577148438,158.31739807128906,158.7476043701172,160.3728485107422,3765077.0,129.20672607421875,IBM
2017-01-12,160.6214141845703,158.27915954589844,160.3919677734375,160.56405639648438,3062165.0,129.36082458496094,IBM
2017-01-13,161.07073974609375,159.54110717773438,160.5831756591797,159.9808807373047,3007668.0,128.8909454345703,IBM
2017-01-17,160.783935546875,158.8145294189453,159.35946655273438,160.50669860839844,3468222.0,129.31455993652344,IBM
2017-01-18,161.1759033203125,159.35946655273438,160.08604431152344,159.46463012695312,4192159.0,128.47499084472656,IBM
2017-01-19,160.08604431152344,158.50860595703125,159.61758422851562,159.47418212890625,7283716.0,128.48272705078125,IBM
2017-01-20,163.13575744628906,158.69981384277344,160.43020629882812,163.04971313476562,13273740.0,131.36341857910156,IBM
2017-01-23,163.71893310546875,162.53346252441406,162.6003875732422,163.50860595703125,5730197.0,131.73309326171875,IBM
2017-01-24,168.26004028320312,163.6328887939453,163.8240966796875,168.1644287109375,7272210.0,135.48416137695312,IBM
2017-01-25,171.3671112060547,168.3843231201172,168.50860595703125,170.44932556152344,6194935.0,137.3249969482422,IBM
2017-01-26,171.0133819580078,169.70362854003906,170.2294464111328,170.8030548095703,3204839.0,137.6099853515625,IBM
2017-01-27,171.31930541992188,169.50286865234375,170.6214141845703,169.50286865234375,3642486.0,136.5625,IBM
2017-01-30,169.28298950195312,166.90248107910156,169.1969451904297,168.06883239746094,4283161.0,135.40711975097656,IBM
2017-01-31,167.85850524902344,165.9751434326172,167.35182189941406,166.84512329101562,4329394.0,134.42123413085938,IBM
2017-02-01,167.97323608398438,165.28680419921875,167.30401611328125,166.625244140625,2924302.0,134.2440643310547,IBM
2017-02-02,167.27532958984375,165.91778564453125,166.56787109375,166.90248107910156,2741043.0,134.46743774414062,IBM
2017-02-03,168.5850830078125,167.1988525390625,167.30401611328125,168.08795166015625,3461528.0,135.42254638671875,IBM
2017-02-06,168.2409210205078,166.71128845214844,167.6003875732422,168.12619018554688,2772737.0,135.45333862304688,IBM
2017-02-07,170.7648162841797,168.1644287109375,168.26004028320312,170.6118621826172,4051681.0,137.4559783935547,IBM
2017-02-08,169.69407653808594,168.1453094482422,169.69407653808594,168.4225616455078,3047103.0,136.7650146484375,IBM
2017-02-09,169.9808807373047,168.1739959716797,168.4225616455078,169.4168243408203,3232872.0,137.57237243652344,IBM
2017-02-10,171.0038299560547,168.9866180419922,169.56979370117188,170.82217407226562,3065512.0,138.71356201171875,IBM
2017-02-13,171.988525390625,170.9751434326172,171.35755920410156,171.47227478027344,3235696.0,139.24148559570312,IBM
2017-02-14,172.2084197998047,170.50669860839844,170.71701049804688,172.2084197998047,2904219.0,139.83926391601562,IBM
2017-02-15,173.91969299316406,171.90248107910156,172.27532958984375,173.69024658203125,3048358.0,141.04254150390625,IBM
2017-02-16,174.75143432617188,172.91586303710938,173.47036743164062,173.4512481689453,3401069.0,140.84848022460938,IBM
2017-02-17,173.5850830078125,172.08413696289062,173.27915954589844,172.72467041015625,3715915.0,140.25845336914062,IBM
